date_period,orig_country,lang_family,lang_branch,orig_lang,dest_continent,dest_country,num_results
11/1/09,mx,Indo-European,Romance,es,ASIA,Cambodia,1610
11/1/09,mx,Indo-European,Romance,es,ASIA,South Korea,15900
11/1/09,mx,Indo-European,Romance,es,ASIA,Laos,955
11/1/09,mx,Indo-European,Romance,es,ASIA,Macau,715
11/1/09,mx,Indo-European,Romance,es,ASIA,Myanmar,1460
11/1/09,mx,Indo-European,Romance,es,ASIA,Mongolia,790
11/1/09,mx,Indo-European,Romance,es,ASIA,Malaysia,6120
11/1/09,mx,Indo-European,Romance,es,OCEANIA,New Zealand,267
11/1/09,mx,Indo-European,Romance,es,ASIA,Philippines,7100
11/1/09,mx,Indo-European,Romance,es,OCEANIA,Papua New Guinea,585
11/1/09,mx,Indo-European,Romance,es,ASIA,North Korea,10800
11/1/09,mx,Indo-European,Romance,es,ASIA,Singapore,9920
11/1/09,mx,Indo-European,Romance,es,ASIA,Thailand,6980
11/1/09,mx,Indo-European,Romance,es,ASIA,Vietnam,6230
11/1/09,mx,Indo-European,Romance,es,ASIA,Taiwan,1850
11/1/09,mx,Indo-European,Romance,es,S_AMERICA,French Guiana,180
11/1/09,mx,Indo-European,Romance,es,AFRICA,South Sudan,1050
12/1/09,mx,Indo-European,Romance,es,AFRICA,Angola,4930
12/1/09,mx,Indo-European,Romance,es,AFRICA,Burundi,513
12/1/09,mx,Indo-European,Romance,es,AFRICA,Benin,188
12/1/09,mx,Indo-European,Romance,es,AFRICA,Burkina Faso,1190
12/1/09,mx,Indo-European,Romance,es,AFRICA,Botswana,144
12/1/09,mx,Indo-European,Romance,es,AFRICA,Central African Republic,222
12/1/09,mx,Indo-European,Romance,es,AFRICA,Cote d'Ivoire,2910
12/1/09,mx,Indo-European,Romance,es,AFRICA,Cameroon,2780
12/1/09,mx,Indo-European,Romance,es,AFRICA,Republic of the Congo,1068
12/1/09,mx,Indo-European,Romance,es,AFRICA,Eritrea,626
12/1/09,mx,Indo-European,Romance,es,AFRICA,Ethiopia,1930
12/1/09,mx,Indo-European,Romance,es,AFRICA,Gabon,1010
12/1/09,mx,Indo-European,Romance,es,AFRICA,Ghana,3770
12/1/09,mx,Indo-European,Romance,es,AFRICA,Guinea,3850
12/1/09,mx,Indo-European,Romance,es,AFRICA,Gambia,769
12/1/09,mx,Indo-European,Romance,es,AFRICA,Guinea-Bissau,925
12/1/09,mx,Indo-European,Romance,es,AFRICA,Kenya,701
12/1/09,mx,Indo-European,Romance,es,AFRICA,Liberia,1580
12/1/09,mx,Indo-European,Romance,es,AFRICA,Lesotho,102
12/1/09,mx,Indo-European,Romance,es,AFRICA,Madagascar,1520
12/1/09,mx,Indo-European,Romance,es,AFRICA,Mali,1550
12/1/09,mx,Indo-European,Romance,es,AFRICA,Mozambique,1450
12/1/09,mx,Indo-European,Romance,es,AFRICA,Mauritania,2800
12/1/09,mx,Indo-European,Romance,es,AFRICA,Mauritius,43300
12/1/09,mx,Indo-European,Romance,es,AFRICA,Malawi,1040
12/1/09,mx,Indo-European,Romance,es,AFRICA,Namibia,999
12/1/09,mx,Indo-European,Romance,es,AFRICA,Niger,1440
12/1/09,mx,Indo-European,Romance,es,AFRICA,Nigeria,8520
12/1/09,mx,Indo-European,Romance,es,AFRICA,Rwanda,1450
12/1/09,mx,Indo-European,Romance,es,AFRICA,Sudan,4500
12/1/09,mx,Indo-European,Romance,es,AFRICA,Senegal,3060
12/1/09,mx,Indo-European,Romance,es,AFRICA,Sierra Leone,867
12/1/09,mx,Indo-European,Romance,es,AFRICA,Somalia,7510
12/1/09,mx,Indo-European,Romance,es,AFRICA,Chad,2250
12/1/09,mx,Indo-European,Romance,es,AFRICA,Togo,745
12/1/09,mx,Indo-European,Romance,es,AFRICA,Tanzania,1540
12/1/09,mx,Indo-European,Romance,es,AFRICA,Uganda,1500
12/1/09,mx,Indo-European,Romance,es,AFRICA,South Africa,46600
12/1/09,mx,Indo-European,Romance,es,AFRICA,Democratic Republic of the Congo,1216
12/1/09,mx,Indo-European,Romance,es,AFRICA,Zambia,698
12/1/09,mx,Indo-European,Romance,es,AFRICA,Zimbabwe,784
12/1/09,mx,Indo-European,Romance,es,ASIA,Afghanistan,31300
12/1/09,mx,Indo-European,Romance,es,ASIA,Bangladesh,1650
12/1/09,mx,Indo-European,Romance,es,ASIA,Bhutan,99
12/1/09,mx,Indo-European,Romance,es,ASIA,India,28900
12/1/09,mx,Indo-European,Romance,es,ASIA,Sri Lanka,2930
12/1/09,mx,Indo-European,Romance,es,ASIA,Nepal,1270
12/1/09,mx,Indo-European,Romance,es,ASIA,Pakistan,14400
12/1/09,mx,Indo-European,Romance,es,N_AMERICA,Canada,39800
12/1/09,mx,Indo-European,Romance,es,N_AMERICA,United States,223300
12/1/09,mx,Indo-European,Romance,es,ASIA,United Arab Emirates,4980
12/1/09,mx,Indo-European,Romance,es,AFRICA,Algeria,6260
12/1/09,mx,Indo-European,Romance,es,AFRICA,Egypt,21300
12/1/09,mx,Indo-European,Romance,es,ASIA,Iran,51400
12/1/09,mx,Indo-European,Romance,es,ASIA,Iraq,21400
12/1/09,mx,Indo-European,Romance,es,ASIA,Israel,51300
12/1/09,mx,Indo-European,Romance,es,ASIA,Jordan,4160
12/1/09,mx,Indo-European,Romance,es,ASIA,Kuwait,2360
12/1/09,mx,Indo-European,Romance,es,ASIA,Lebanon,6430
12/1/09,mx,Indo-European,Romance,es,AFRICA,Libya,4250
12/1/09,mx,Indo-European,Romance,es,AFRICA,Morocco,14200
12/1/09,mx,Indo-European,Romance,es,ASIA,Oman,802
12/1/09,mx,Indo-European,Romance,es,ASIA,Qatar,5750
12/1/09,mx,Indo-European,Romance,es,ASIA,Saudi Arabia,3170
12/1/09,mx,Indo-European,Romance,es,ASIA,Syria,6020
12/1/09,mx,Indo-European,Romance,es,AFRICA,Tunisia,2620
12/1/09,mx,Indo-European,Romance,es,ASIA,West Bank,11503
12/1/09,mx,Indo-European,Romance,es,ASIA,Yemen,2610
12/1/09,mx,Indo-European,Romance,es,S_AMERICA,Argentina,207000
12/1/09,mx,Indo-European,Romance,es,S_AMERICA,Bolivia,81800
12/1/09,mx,Indo-European,Romance,es,S_AMERICA,Brazil,144000
12/1/09,mx,Indo-European,Romance,es,S_AMERICA,Chile,114000
12/1/09,mx,Indo-European,Romance,es,S_AMERICA,Colombia,132000
12/1/09,mx,Indo-European,Romance,es,N_AMERICA,Costa Rica,47200
12/1/09,mx,Indo-European,Romance,es,N_AMERICA,Cuba,66800
12/1/09,mx,Indo-European,Romance,es,N_AMERICA,Dominican Republic,29700
12/1/09,mx,Indo-European,Romance,es,S_AMERICA,Ecuador,96100
12/1/09,mx,Indo-European,Romance,es,N_AMERICA,Guatemala,26500
12/1/09,mx,Indo-European,Romance,es,N_AMERICA,Honduras,108000
12/1/09,mx,Indo-European,Romance,es,N_AMERICA,Haiti,7560
12/1/09,mx,Indo-European,Romance,es,N_AMERICA,Jamaica,5320
12/1/09,mx,Indo-European,Romance,es,N_AMERICA,Mexico,230000
12/1/09,mx,Indo-European,Romance,es,N_AMERICA,Nicaragua,32800
12/1/09,mx,Indo-European,Romance,es,N_AMERICA,Panama,54800
12/1/09,mx,Indo-European,Romance,es,S_AMERICA,Peru,110000
12/1/09,mx,Indo-European,Romance,es,N_AMERICA,Puerto Rico,22800
12/1/09,mx,Indo-European,Romance,es,S_AMERICA,Paraguay,51900
12/1/09,mx,Indo-European,Romance,es,N_AMERICA,El Salvador,81400
12/1/09,mx,Indo-European,Romance,es,S_AMERICA,Uruguay,70200
12/1/09,mx,Indo-European,Romance,es,S_AMERICA,Venezuela,124000
12/1/09,mx,Indo-European,Romance,es,EUROPE,Albania,1550
12/1/09,mx,Indo-European,Romance,es,EUROPE,Armenia,3010
12/1/09,mx,Indo-European,Romance,es,EUROPE,Austria,13500
12/1/09,mx,Indo-European,Romance,es,EUROPE,Azerbaijan,120
12/1/09,mx,Indo-European,Romance,es,EUROPE,Belgium,17100
12/1/09,mx,Indo-European,Romance,es,EUROPE,Bulgaria,4690
12/1/09,mx,Indo-European,Romance,es,EUROPE,Bosnia and Herzegovina,1380
12/1/09,mx,Indo-European,Romance,es,EUROPE,Belarus,1980
12/1/09,mx,Indo-European,Romance,es,EUROPE,Switzerland,26600
12/1/09,mx,Indo-European,Romance,es,EUROPE,Czech Republic,11300
12/1/09,mx,Indo-European,Romance,es,EUROPE,Germany,86600
12/1/09,mx,Indo-European,Romance,es,EUROPE,Denmark,12800
12/1/09,mx,Indo-European,Romance,es,EUROPE,Spain,566000
12/1/09,mx,Indo-European,Romance,es,EUROPE,Estonia,3170
12/1/09,mx,Indo-European,Romance,es,EUROPE,Finland,6530
12/1/09,mx,Indo-European,Romance,es,EUROPE,France,115000
12/1/09,mx,Indo-European,Romance,es,EUROPE,United Kingdom,42900
12/1/09,mx,Indo-European,Romance,es,EUROPE,Georgia,6100
12/1/09,mx,Indo-European,Romance,es,EUROPE,Greece,14400
12/1/09,mx,Indo-European,Romance,es,N_AMERICA,Greenland,630
12/1/09,mx,Indo-European,Romance,es,EUROPE,Croatia,6070
12/1/09,mx,Indo-European,Romance,es,EUROPE,Hungary,10700
12/1/09,mx,Indo-European,Romance,es,EUROPE,Ireland,15300
12/1/09,mx,Indo-European,Romance,es,EUROPE,Italy,85400
12/1/09,mx,Indo-European,Romance,es,ASIA,Kazakhstan,664
12/1/09,mx,Indo-European,Romance,es,ASIA,Kyrgyzstan,172
12/1/09,mx,Indo-European,Romance,es,EUROPE,Lithuania,3640
12/1/09,mx,Indo-European,Romance,es,EUROPE,Macedonia,1670
12/1/09,mx,Indo-European,Romance,es,EUROPE,Netherlands,8900
12/1/09,mx,Indo-European,Romance,es,EUROPE,Norway,9900
12/1/09,mx,Indo-European,Romance,es,EUROPE,Poland,16400
12/1/09,mx,Indo-European,Romance,es,EUROPE,Portugal,34800
12/1/09,mx,Indo-European,Romance,es,EUROPE,Romania,8230
12/1/09,mx,Indo-European,Romance,es,EUROPE,Russia,46100
12/1/09,mx,Indo-European,Romance,es,EUROPE,Serbia,9160
12/1/09,mx,Indo-European,Romance,es,EUROPE,Slovakia,4700
12/1/09,mx,Indo-European,Romance,es,EUROPE,Slovenia,4240
12/1/09,mx,Indo-European,Romance,es,EUROPE,Sweden,15300
12/1/09,mx,Indo-European,Romance,es,ASIA,Tajikistan,225
12/1/09,mx,Indo-European,Romance,es,ASIA,Turkmenistan,557
12/1/09,mx,Indo-European,Romance,es,ASIA,Turkey,17400
12/1/09,mx,Indo-European,Romance,es,EUROPE,Ukraine,9270
12/1/09,mx,Indo-European,Romance,es,ASIA,Uzbekistan,1460
12/1/09,mx,Indo-European,Romance,es,OCEANIA,Australia,32400
12/1/09,mx,Indo-European,Romance,es,ASIA,China,94100
12/1/09,mx,Indo-European,Romance,es,ASIA,Hong Kong,9030
12/1/09,mx,Indo-European,Romance,es,ASIA,Indonesia,8460
12/1/09,mx,Indo-European,Romance,es,ASIA,Japan,48100
12/1/09,mx,Indo-European,Romance,es,ASIA,Cambodia,1610
12/1/09,mx,Indo-European,Romance,es,ASIA,South Korea,15900
12/1/09,mx,Indo-European,Romance,es,ASIA,Laos,955
12/1/09,mx,Indo-European,Romance,es,ASIA,Macau,715
12/1/09,mx,Indo-European,Romance,es,ASIA,Myanmar,1460
12/1/09,mx,Indo-European,Romance,es,ASIA,Mongolia,790
12/1/09,mx,Indo-European,Romance,es,ASIA,Malaysia,6120
12/1/09,mx,Indo-European,Romance,es,OCEANIA,New Zealand,267
12/1/09,mx,Indo-European,Romance,es,ASIA,Philippines,7100
12/1/09,mx,Indo-European,Romance,es,OCEANIA,Papua New Guinea,585
12/1/09,mx,Indo-European,Romance,es,ASIA,North Korea,10800
12/1/09,mx,Indo-European,Romance,es,ASIA,Singapore,9920
12/1/09,mx,Indo-European,Romance,es,ASIA,Thailand,6980
12/1/09,mx,Indo-European,Romance,es,ASIA,Vietnam,6230
12/1/09,mx,Indo-European,Romance,es,ASIA,Taiwan,1850
12/1/09,mx,Indo-European,Romance,es,S_AMERICA,French Guiana,180
12/1/09,mx,Indo-European,Romance,es,AFRICA,South Sudan,1050
1/1/10,mx,Indo-European,Romance,es,AFRICA,Angola,7380
1/1/10,mx,Indo-European,Romance,es,AFRICA,Burundi,803
1/1/10,mx,Indo-European,Romance,es,AFRICA,Benin,213
1/1/10,mx,Indo-European,Romance,es,AFRICA,Burkina Faso,1610
1/1/10,mx,Indo-European,Romance,es,AFRICA,Botswana,223
1/1/10,mx,Indo-European,Romance,es,AFRICA,Central African Republic,208
1/1/10,mx,Indo-European,Romance,es,AFRICA,Cote d'Ivoire,10400
1/1/10,mx,Indo-European,Romance,es,AFRICA,Cameroon,6330
1/1/10,mx,Indo-European,Romance,es,AFRICA,Republic of the Congo,1604
1/1/10,mx,Indo-European,Romance,es,AFRICA,Eritrea,637
1/1/10,mx,Indo-European,Romance,es,AFRICA,Ethiopia,2920
1/1/10,mx,Indo-European,Romance,es,AFRICA,Gabon,778
1/1/10,mx,Indo-European,Romance,es,AFRICA,Ghana,10700
1/1/10,mx,Indo-European,Romance,es,AFRICA,Guinea,4840
1/1/10,mx,Indo-European,Romance,es,AFRICA,Gambia,1240
1/1/10,mx,Indo-European,Romance,es,AFRICA,Guinea-Bissau,863
1/1/10,mx,Indo-European,Romance,es,AFRICA,Kenya,810
1/1/10,mx,Indo-European,Romance,es,AFRICA,Liberia,2160
1/1/10,mx,Indo-European,Romance,es,AFRICA,Lesotho,118
1/1/10,mx,Indo-European,Romance,es,AFRICA,Madagascar,1250
1/1/10,mx,Indo-European,Romance,es,AFRICA,Mali,2300
1/1/10,mx,Indo-European,Romance,es,AFRICA,Mozambique,2280
1/1/10,mx,Indo-European,Romance,es,AFRICA,Mauritania,3400
1/1/10,mx,Indo-European,Romance,es,AFRICA,Mauritius,63400
1/1/10,mx,Indo-European,Romance,es,AFRICA,Malawi,806
1/1/10,mx,Indo-European,Romance,es,AFRICA,Namibia,1250
1/1/10,mx,Indo-European,Romance,es,AFRICA,Niger,2200
1/1/10,mx,Indo-European,Romance,es,AFRICA,Nigeria,14700
1/1/10,mx,Indo-European,Romance,es,AFRICA,Rwanda,1750
1/1/10,mx,Indo-European,Romance,es,AFRICA,Sudan,4050
1/1/10,mx,Indo-European,Romance,es,AFRICA,Senegal,3750
1/1/10,mx,Indo-European,Romance,es,AFRICA,Sierra Leone,1370
1/1/10,mx,Indo-European,Romance,es,AFRICA,Somalia,5020
1/1/10,mx,Indo-European,Romance,es,AFRICA,Chad,2770
1/1/10,mx,Indo-European,Romance,es,AFRICA,Togo,1850
1/1/10,mx,Indo-European,Romance,es,AFRICA,Tanzania,2160
1/1/10,mx,Indo-European,Romance,es,AFRICA,Uganda,2530
1/1/10,mx,Indo-European,Romance,es,AFRICA,South Africa,137000
1/1/10,mx,Indo-European,Romance,es,AFRICA,Democratic Republic of the Congo,1693
1/1/10,mx,Indo-European,Romance,es,AFRICA,Zambia,1490
1/1/10,mx,Indo-European,Romance,es,AFRICA,Zimbabwe,937
1/1/10,mx,Indo-European,Romance,es,ASIA,Afghanistan,35100
1/1/10,mx,Indo-European,Romance,es,ASIA,Bangladesh,1940
1/1/10,mx,Indo-European,Romance,es,ASIA,Bhutan,126
1/1/10,mx,Indo-European,Romance,es,ASIA,India,35300
1/1/10,mx,Indo-European,Romance,es,ASIA,Sri Lanka,1760
1/1/10,mx,Indo-European,Romance,es,ASIA,Nepal,1990
1/1/10,mx,Indo-European,Romance,es,ASIA,Pakistan,17700
1/1/10,mx,Indo-European,Romance,es,N_AMERICA,Canada,50700
1/1/10,mx,Indo-European,Romance,es,N_AMERICA,United States,298525
1/1/10,mx,Indo-European,Romance,es,ASIA,United Arab Emirates,5700
1/1/10,mx,Indo-European,Romance,es,AFRICA,Algeria,11000
1/1/10,mx,Indo-European,Romance,es,AFRICA,Egypt,15200
1/1/10,mx,Indo-European,Romance,es,ASIA,Iran,71800
1/1/10,mx,Indo-European,Romance,es,ASIA,Iraq,22500
1/1/10,mx,Indo-European,Romance,es,ASIA,Israel,54300
1/1/10,mx,Indo-European,Romance,es,ASIA,Jordan,5290
1/1/10,mx,Indo-European,Romance,es,ASIA,Kuwait,2780
1/1/10,mx,Indo-European,Romance,es,ASIA,Lebanon,7710
1/1/10,mx,Indo-European,Romance,es,AFRICA,Libya,4890
1/1/10,mx,Indo-European,Romance,es,AFRICA,Morocco,22000
1/1/10,mx,Indo-European,Romance,es,ASIA,Oman,1370
1/1/10,mx,Indo-European,Romance,es,ASIA,Qatar,10600
1/1/10,mx,Indo-European,Romance,es,ASIA,Saudi Arabia,4230
1/1/10,mx,Indo-European,Romance,es,ASIA,Syria,7490
1/1/10,mx,Indo-European,Romance,es,AFRICA,Tunisia,3650
1/1/10,mx,Indo-European,Romance,es,ASIA,West Bank,9160
1/1/10,mx,Indo-European,Romance,es,ASIA,Yemen,5260
1/1/10,mx,Indo-European,Romance,es,S_AMERICA,Argentina,441000
1/1/10,mx,Indo-European,Romance,es,S_AMERICA,Bolivia,94900
1/1/10,mx,Indo-European,Romance,es,S_AMERICA,Brazil,239000
1/1/10,mx,Indo-European,Romance,es,S_AMERICA,Chile,198000
1/1/10,mx,Indo-European,Romance,es,S_AMERICA,Colombia,209000
1/1/10,mx,Indo-European,Romance,es,N_AMERICA,Costa Rica,53200
1/1/10,mx,Indo-European,Romance,es,N_AMERICA,Cuba,88400
1/1/10,mx,Indo-European,Romance,es,N_AMERICA,Dominican Republic,45100
1/1/10,mx,Indo-European,Romance,es,S_AMERICA,Ecuador,119000
1/1/10,mx,Indo-European,Romance,es,N_AMERICA,Guatemala,42300
1/1/10,mx,Indo-European,Romance,es,N_AMERICA,Honduras,64100
1/1/10,mx,Indo-European,Romance,es,N_AMERICA,Haiti,56200
1/1/10,mx,Indo-European,Romance,es,N_AMERICA,Jamaica,7250
1/1/10,mx,Indo-European,Romance,es,N_AMERICA,Mexico,490000
1/1/10,mx,Indo-European,Romance,es,N_AMERICA,Nicaragua,40400
1/1/10,mx,Indo-European,Romance,es,N_AMERICA,Panama,76700
1/1/10,mx,Indo-European,Romance,es,S_AMERICA,Peru,152000
1/1/10,mx,Indo-European,Romance,es,N_AMERICA,Puerto Rico,34700
1/1/10,mx,Indo-European,Romance,es,S_AMERICA,Paraguay,88200
1/1/10,mx,Indo-European,Romance,es,N_AMERICA,El Salvador,112000
1/1/10,mx,Indo-European,Romance,es,S_AMERICA,Uruguay,105000
1/1/10,mx,Indo-European,Romance,es,S_AMERICA,Venezuela,220000
1/1/10,mx,Indo-European,Romance,es,EUROPE,Albania,1570
1/1/10,mx,Indo-European,Romance,es,EUROPE,Armenia,3380
1/1/10,mx,Indo-European,Romance,es,EUROPE,Austria,16600
1/1/10,mx,Indo-European,Romance,es,EUROPE,Azerbaijan,183
1/1/10,mx,Indo-European,Romance,es,EUROPE,Belgium,25600
1/1/10,mx,Indo-European,Romance,es,EUROPE,Bulgaria,7290
1/1/10,mx,Indo-European,Romance,es,EUROPE,Bosnia and Herzegovina,1560
1/1/10,mx,Indo-European,Romance,es,EUROPE,Belarus,4680
1/1/10,mx,Indo-European,Romance,es,EUROPE,Switzerland,44100
1/1/10,mx,Indo-European,Romance,es,EUROPE,Czech Republic,10600
1/1/10,mx,Indo-European,Romance,es,EUROPE,Germany,164000
1/1/10,mx,Indo-European,Romance,es,EUROPE,Denmark,17000
1/1/10,mx,Indo-European,Romance,es,EUROPE,Spain,965000
1/1/10,mx,Indo-European,Romance,es,EUROPE,Estonia,3830
1/1/10,mx,Indo-European,Romance,es,EUROPE,Finland,9850
1/1/10,mx,Indo-European,Romance,es,EUROPE,France,183000
1/1/10,mx,Indo-European,Romance,es,EUROPE,United Kingdom,64400
1/1/10,mx,Indo-European,Romance,es,EUROPE,Georgia,6050
1/1/10,mx,Indo-European,Romance,es,EUROPE,Greece,56800
1/1/10,mx,Indo-European,Romance,es,N_AMERICA,Greenland,751
1/1/10,mx,Indo-European,Romance,es,EUROPE,Croatia,6880
1/1/10,mx,Indo-European,Romance,es,EUROPE,Hungary,12200
1/1/10,mx,Indo-European,Romance,es,EUROPE,Ireland,35500
1/1/10,mx,Indo-European,Romance,es,EUROPE,Italy,121000
1/1/10,mx,Indo-European,Romance,es,ASIA,Kazakhstan,1070
1/1/10,mx,Indo-European,Romance,es,ASIA,Kyrgyzstan,1580
1/1/10,mx,Indo-European,Romance,es,EUROPE,Lithuania,6190
1/1/10,mx,Indo-European,Romance,es,EUROPE,Macedonia,1310
1/1/10,mx,Indo-European,Romance,es,EUROPE,Netherlands,13100
1/1/10,mx,Indo-European,Romance,es,EUROPE,Norway,14400
1/1/10,mx,Indo-European,Romance,es,EUROPE,Poland,21000
1/1/10,mx,Indo-European,Romance,es,EUROPE,Portugal,90100
1/1/10,mx,Indo-European,Romance,es,EUROPE,Romania,11500
1/1/10,mx,Indo-European,Romance,es,EUROPE,Russia,68400
1/1/10,mx,Indo-European,Romance,es,EUROPE,Serbia,16000
1/1/10,mx,Indo-European,Romance,es,EUROPE,Slovakia,8830
1/1/10,mx,Indo-European,Romance,es,EUROPE,Slovenia,7790
1/1/10,mx,Indo-European,Romance,es,EUROPE,Sweden,24300
1/1/10,mx,Indo-European,Romance,es,ASIA,Tajikistan,664
1/1/10,mx,Indo-European,Romance,es,ASIA,Turkmenistan,211
1/1/10,mx,Indo-European,Romance,es,ASIA,Turkey,30100
1/1/10,mx,Indo-European,Romance,es,EUROPE,Ukraine,10800
1/1/10,mx,Indo-European,Romance,es,ASIA,Uzbekistan,1830
1/1/10,mx,Indo-European,Romance,es,OCEANIA,Australia,40900
1/1/10,mx,Indo-European,Romance,es,ASIA,China,123000
1/1/10,mx,Indo-European,Romance,es,ASIA,Hong Kong,9390
1/1/10,mx,Indo-European,Romance,es,ASIA,Indonesia,10100
1/1/10,mx,Indo-European,Romance,es,ASIA,Japan,74800
1/1/10,mx,Indo-European,Romance,es,ASIA,Cambodia,1860
1/1/10,mx,Indo-European,Romance,es,ASIA,South Korea,32600
1/1/10,mx,Indo-European,Romance,es,ASIA,Laos,1130
1/1/10,mx,Indo-European,Romance,es,ASIA,Macau,691
1/1/10,mx,Indo-European,Romance,es,ASIA,Myanmar,1450
1/1/10,mx,Indo-European,Romance,es,ASIA,Mongolia,1200
1/1/10,mx,Indo-European,Romance,es,ASIA,Malaysia,7210
1/1/10,mx,Indo-European,Romance,es,OCEANIA,New Zealand,501
1/1/10,mx,Indo-European,Romance,es,ASIA,Philippines,7080
1/1/10,mx,Indo-European,Romance,es,OCEANIA,Papua New Guinea,979
1/1/10,mx,Indo-European,Romance,es,ASIA,North Korea,20000
1/1/10,mx,Indo-European,Romance,es,ASIA,Singapore,12400
1/1/10,mx,Indo-European,Romance,es,ASIA,Thailand,9370
1/1/10,mx,Indo-European,Romance,es,ASIA,Vietnam,7800
1/1/10,mx,Indo-European,Romance,es,ASIA,Taiwan,2180
1/1/10,mx,Indo-European,Romance,es,S_AMERICA,French Guiana,231
1/1/10,mx,Indo-European,Romance,es,AFRICA,South Sudan,1180
2/1/10,mx,Indo-European,Romance,es,AFRICA,Angola,7380
2/1/10,mx,Indo-European,Romance,es,AFRICA,Burundi,803
2/1/10,mx,Indo-European,Romance,es,AFRICA,Benin,213
2/1/10,mx,Indo-European,Romance,es,AFRICA,Burkina Faso,1610
2/1/10,mx,Indo-European,Romance,es,AFRICA,Botswana,223
2/1/10,mx,Indo-European,Romance,es,AFRICA,Central African Republic,208
2/1/10,mx,Indo-European,Romance,es,AFRICA,Cote d'Ivoire,10400
2/1/10,mx,Indo-European,Romance,es,AFRICA,Cameroon,6330
2/1/10,mx,Indo-European,Romance,es,AFRICA,Republic of the Congo,1604
2/1/10,mx,Indo-European,Romance,es,AFRICA,Eritrea,637
2/1/10,mx,Indo-European,Romance,es,AFRICA,Ethiopia,2920
2/1/10,mx,Indo-European,Romance,es,AFRICA,Gabon,778
2/1/10,mx,Indo-European,Romance,es,AFRICA,Ghana,10700
2/1/10,mx,Indo-European,Romance,es,AFRICA,Guinea,4840
2/1/10,mx,Indo-European,Romance,es,AFRICA,Gambia,1240
2/1/10,mx,Indo-European,Romance,es,AFRICA,Guinea-Bissau,863
2/1/10,mx,Indo-European,Romance,es,AFRICA,Kenya,810
2/1/10,mx,Indo-European,Romance,es,AFRICA,Liberia,2160
2/1/10,mx,Indo-European,Romance,es,AFRICA,Lesotho,118
2/1/10,mx,Indo-European,Romance,es,AFRICA,Madagascar,1250
2/1/10,mx,Indo-European,Romance,es,AFRICA,Mali,2300
2/1/10,mx,Indo-European,Romance,es,AFRICA,Mozambique,2280
2/1/10,mx,Indo-European,Romance,es,AFRICA,Mauritania,3400
2/1/10,mx,Indo-European,Romance,es,AFRICA,Mauritius,63400
2/1/10,mx,Indo-European,Romance,es,AFRICA,Malawi,806
2/1/10,mx,Indo-European,Romance,es,AFRICA,Namibia,1250
2/1/10,mx,Indo-European,Romance,es,AFRICA,Niger,2200
2/1/10,mx,Indo-European,Romance,es,AFRICA,Nigeria,14700
2/1/10,mx,Indo-European,Romance,es,AFRICA,Rwanda,1750
2/1/10,mx,Indo-European,Romance,es,AFRICA,Sudan,4050
2/1/10,mx,Indo-European,Romance,es,AFRICA,Senegal,3750
2/1/10,mx,Indo-European,Romance,es,AFRICA,Sierra Leone,1370
2/1/10,mx,Indo-European,Romance,es,AFRICA,Somalia,5020
2/1/10,mx,Indo-European,Romance,es,AFRICA,Chad,2770
2/1/10,mx,Indo-European,Romance,es,AFRICA,Togo,1850
2/1/10,mx,Indo-European,Romance,es,AFRICA,Tanzania,2160
2/1/10,mx,Indo-European,Romance,es,AFRICA,Uganda,2530
2/1/10,mx,Indo-European,Romance,es,AFRICA,South Africa,137000
2/1/10,mx,Indo-European,Romance,es,AFRICA,Democratic Republic of the Congo,1693
2/1/10,mx,Indo-European,Romance,es,AFRICA,Zambia,1490
2/1/10,mx,Indo-European,Romance,es,AFRICA,Zimbabwe,937
2/1/10,mx,Indo-European,Romance,es,ASIA,Afghanistan,35100
2/1/10,mx,Indo-European,Romance,es,ASIA,Bangladesh,1940
2/1/10,mx,Indo-European,Romance,es,ASIA,Bhutan,126
2/1/10,mx,Indo-European,Romance,es,ASIA,India,35300
2/1/10,mx,Indo-European,Romance,es,ASIA,Sri Lanka,1760
2/1/10,mx,Indo-European,Romance,es,ASIA,Nepal,1990
2/1/10,mx,Indo-European,Romance,es,ASIA,Pakistan,17700
2/1/10,mx,Indo-European,Romance,es,N_AMERICA,Canada,50700
2/1/10,mx,Indo-European,Romance,es,N_AMERICA,United States,298525
2/1/10,mx,Indo-European,Romance,es,ASIA,United Arab Emirates,5700
2/1/10,mx,Indo-European,Romance,es,AFRICA,Algeria,11000
2/1/10,mx,Indo-European,Romance,es,AFRICA,Egypt,15200
2/1/10,mx,Indo-European,Romance,es,ASIA,Iran,71800
2/1/10,mx,Indo-European,Romance,es,ASIA,Iraq,22500
2/1/10,mx,Indo-European,Romance,es,ASIA,Israel,54300
2/1/10,mx,Indo-European,Romance,es,ASIA,Jordan,5290
2/1/10,mx,Indo-European,Romance,es,ASIA,Kuwait,2780
2/1/10,mx,Indo-European,Romance,es,ASIA,Lebanon,7710
2/1/10,mx,Indo-European,Romance,es,AFRICA,Libya,4890
2/1/10,mx,Indo-European,Romance,es,AFRICA,Morocco,22000
2/1/10,mx,Indo-European,Romance,es,ASIA,Oman,1370
2/1/10,mx,Indo-European,Romance,es,ASIA,Qatar,10600
2/1/10,mx,Indo-European,Romance,es,ASIA,Saudi Arabia,4230
2/1/10,mx,Indo-European,Romance,es,ASIA,Syria,7490
2/1/10,mx,Indo-European,Romance,es,AFRICA,Tunisia,3650
