date_period,orig_country,orig_lang,dest_country,num_results
2006,ru,ru,Angola,132
2006,ru,ru,Burundi,37
2006,ru,ru,Benin,39
2006,ru,ru,Burkina Faso,27
2006,ru,ru,Botswana,19
2006,ru,ru,Central African Republic,4
2006,ru,ru,Cote d'Ivoire,62
2006,ru,ru,Cameroon,110
2006,ru,ru,Republic of the Congo,48
2006,ru,ru,Eritrea,64
2006,ru,ru,Ethiopia,135
2006,ru,ru,Gabon,31
2006,ru,ru,Ghana,164
2006,ru,ru,Guinea,74
2006,ru,ru,Gambia,26
2006,ru,ru,Guinea-Bissau,7
2006,ru,ru,Kenya,134
2006,ru,ru,Liberia,89
2006,ru,ru,Lesotho,13
2006,ru,ru,Madagascar,43
2006,ru,ru,Mali,76
2006,ru,ru,Mozambique,40
2006,ru,ru,Mauritania,44
2006,ru,ru,Mauritius,32
2006,ru,ru,Malawi,42
2006,ru,ru,Namibia,71
2006,ru,ru,Niger,76
2006,ru,ru,Nigeria,1090
2006,ru,ru,Rwanda,67
2006,ru,ru,Sudan,652
2006,ru,ru,Senegal,101
2006,ru,ru,Sierra Leone,74
2006,ru,ru,Somalia,136
2006,ru,ru,Chad,134
2006,ru,ru,Tanzania,70
2006,ru,ru,Uganda,78
2006,ru,ru,South Africa,650
2006,ru,ru,Democratic Republic of the Congo,43
2006,ru,ru,Zambia,45
2006,ru,ru,Zimbabwe,100
2006,ru,ru,Afghanistan,3960
2006,ru,ru,Bangladesh,136
2006,ru,ru,Bhutan,34
2006,ru,ru,India,2950
2006,ru,ru,Sri Lanka,113
2006,ru,ru,Nepal,103
2006,ru,ru,Pakistan,1770
2006,ru,ru,Canada,2770
2006,ru,ru,United States,38875
2006,ru,ru,United Arab Emirates,474
2006,ru,ru,Algeria,598
2006,ru,ru,Egypt,1100
2006,ru,ru,Iran,13600
2006,ru,ru,Iraq,8230
2006,ru,ru,Israel,14200
2006,ru,ru,Jordan,1120
2006,ru,ru,Kuwait,682
2006,ru,ru,Lebanon,6530
2006,ru,ru,Libya,738
2006,ru,ru,Morocco,199
2006,ru,ru,Oman,103
2006,ru,ru,Qatar,856
2006,ru,ru,Saudi Arabia,2100
2006,ru,ru,Syria,2750
2006,ru,ru,Tunisia,503
2006,ru,ru,West Bank,1428
2006,ru,ru,Yemen,138
2006,ru,ru,Argentina,1610
2006,ru,ru,Bolivia,140
2006,ru,ru,Brazil,3360
2006,ru,ru,Chile,750
2006,ru,ru,Colombia,833
2006,ru,ru,Costa Rica,54
2006,ru,ru,Cuba,1750
2006,ru,ru,Dominican Republic,75
2006,ru,ru,Ecuador,143
2006,ru,ru,Guatemala,93
2006,ru,ru,Honduras,45
2006,ru,ru,Haiti,77
2006,ru,ru,Jamaica,82
2006,ru,ru,Mexico,1350
2006,ru,ru,Nicaragua,64
2006,ru,ru,Panama,99
2006,ru,ru,Peru,219
2006,ru,ru,Puerto Rico,60
2006,ru,ru,Paraguay,89
2006,ru,ru,El Salvador,93
2006,ru,ru,Uruguay,98
2006,ru,ru,Venezuela,1840
2006,ru,ru,Albania,174
2006,ru,ru,Armenia,6340
2006,ru,ru,Austria,2650
2006,ru,ru,Azerbaijan,8570
2006,ru,ru,Belgium,2210
2006,ru,ru,Bulgaria,2270
2006,ru,ru,Bosnia and Herzegovina,69
2006,ru,ru,Belarus,8790
2006,ru,ru,Switzerland,975
2006,ru,ru,Czech Republic,2480
2006,ru,ru,Germany,15900
2006,ru,ru,Denmark,1800
2006,ru,ru,Spain,4630
2006,ru,ru,Estonia,3240
2006,ru,ru,Finland,3640
2006,ru,ru,France,12100
2006,ru,ru,United Kingdom,11800
2006,ru,ru,Georgia,15800
2006,ru,ru,Greece,2230
2006,ru,ru,Greenland,56
2006,ru,ru,Croatia,1510
2006,ru,ru,Hungary,2180
2006,ru,ru,Ireland,1060
2006,ru,ru,Italy,8460
2006,ru,ru,Kazakhstan,10300
2006,ru,ru,Kyrgyzstan,937
2006,ru,ru,Lithuania,1940
2006,ru,ru,Macedonia,828
2006,ru,ru,Netherlands,1920
2006,ru,ru,Norway,1970
2006,ru,ru,Poland,3360
2006,ru,ru,Portugal,1630
2006,ru,ru,Romania,2310
2006,ru,ru,Russia,148000
2006,ru,ru,Serbia,1710
2006,ru,ru,Slovakia,1240
2006,ru,ru,Slovenia,684
2006,ru,ru,Sweden,2910
2006,ru,ru,Tajikistan,2890
2006,ru,ru,Turkmenistan,1720
2006,ru,ru,Turkey,6550
2006,ru,ru,Ukraine,23100
2006,ru,ru,Uzbekistan,3650
2006,ru,ru,Australia,3160
2006,ru,ru,China,14100
2006,ru,ru,Hong Kong,787
2006,ru,ru,Indonesia,1680
2006,ru,ru,Japan,7940
2006,ru,ru,Cambodia,143
2006,ru,ru,South Korea,2770
2006,ru,ru,Laos,71
2006,ru,ru,Macau,51
2006,ru,ru,Myanmar,45
2006,ru,ru,Mongolia,529
2006,ru,ru,Malaysia,955
2006,ru,ru,New Zealand,700
2006,ru,ru,Philippines,617
2006,ru,ru,Papua New Guinea,24
2006,ru,ru,North Korea,2560
2006,ru,ru,Singapore,807
2006,ru,ru,Thailand,1140
2006,ru,ru,Vietnam,1360
2006,ru,ru,Taiwan,817
2006,ru,ru,French Guiana,5
2006,ru,ru,South Sudan,31
2006,fr,fr,Angola,1680
2006,fr,fr,Burundi,217
2006,fr,fr,Benin,944
2006,fr,fr,Burkina Faso,2230
2006,fr,fr,Botswana,118
2006,fr,fr,Central African Republic,170
2006,fr,fr,Cote d'Ivoire,6195
2006,fr,fr,Cameroon,3670
2006,fr,fr,Republic of the Congo,1899
2006,fr,fr,Eritrea,178
2006,fr,fr,Ethiopia,919
2006,fr,fr,Gabon,1410
2006,fr,fr,Ghana,1690
2006,fr,fr,Guinea,1630
2006,fr,fr,Gambia,577
2006,fr,fr,Guinea-Bissau,177
2006,fr,fr,Kenya,1060
2006,fr,fr,Liberia,513
2006,fr,fr,Lesotho,69
2006,fr,fr,Madagascar,665
2006,fr,fr,Mali,1790
2006,fr,fr,Mozambique,198
2006,fr,fr,Mauritania,1100
2006,fr,fr,Mauritius,1960
2006,fr,fr,Malawi,124
2006,fr,fr,Namibia,162
2006,fr,fr,Niger,1030
2006,fr,fr,Nigeria,2780
2006,fr,fr,Rwanda,1140
2006,fr,fr,Sudan,2490
2006,fr,fr,Senegal,6640
2006,fr,fr,Sierra Leone,575
2006,fr,fr,Somalia,938
2006,fr,fr,Chad,1290
2006,fr,fr,Togo,1710
2006,fr,fr,Tanzania,792
2006,fr,fr,Uganda,781
2006,fr,fr,South Africa,5840
2006,fr,fr,Democratic Republic of the Congo,2470
