date_period,orig_country,orig_lang,dest_country,num_results
2012,ru,ru,Angola,1040
2012,ru,ru,Burundi,175
2012,ru,ru,Benin,277
2012,ru,ru,Burkina Faso,366
2012,ru,ru,Botswana,2610
2012,ru,ru,Central African Republic,77
2012,ru,ru,Cote d'Ivoire,165
2012,ru,ru,Cameroon,2690
2012,ru,ru,Republic of the Congo,395
2012,ru,ru,Eritrea,1020
2012,ru,ru,Ethiopia,1170
2012,ru,ru,Gabon,191
2012,ru,ru,Ghana,985
2012,ru,ru,Guinea,482
2012,ru,ru,Gambia,1670
2012,ru,ru,Guinea-Bissau,227
2012,ru,ru,Kenya,1890
2012,ru,ru,Liberia,289
2012,ru,ru,Lesotho,75
2012,ru,ru,Madagascar,3400
2012,ru,ru,Mali,3720
2012,ru,ru,Mozambique,304
2012,ru,ru,Mauritania,3100
2012,ru,ru,Mauritius,377
2012,ru,ru,Malawi,217
2012,ru,ru,Namibia,3470
2012,ru,ru,Niger,824
2012,ru,ru,Nigeria,30200
2012,ru,ru,Rwanda,253
2012,ru,ru,Sudan,1500
2012,ru,ru,Senegal,394
2012,ru,ru,Sierra Leone,266
2012,ru,ru,Somalia,2220
2012,ru,ru,Chad,1420
2012,ru,ru,Tanzania,7260
2012,ru,ru,Uganda,399
2012,ru,ru,South Africa,3700
2012,ru,ru,Democratic Republic of the Congo,180
2012,ru,ru,Zambia,284
2012,ru,ru,Zimbabwe,1110
2012,ru,ru,Afghanistan,17900
2012,ru,ru,Bangladesh,1290
2012,ru,ru,Bhutan,398
2012,ru,ru,India,13300
2012,ru,ru,Sri Lanka,318
2012,ru,ru,Nepal,438
2012,ru,ru,Pakistan,5850
2012,ru,ru,Canada,13400
2012,ru,ru,United States,138322
2012,ru,ru,United Arab Emirates,3825
2012,ru,ru,Algeria,2680
2012,ru,ru,Egypt,4710
2012,ru,ru,Iran,26600
2012,ru,ru,Iraq,9670
2012,ru,ru,Israel,92900
2012,ru,ru,Jordan,2100
2012,ru,ru,Kuwait,2390
2012,ru,ru,Lebanon,3280
2012,ru,ru,Libya,11500
2012,ru,ru,Morocco,2430
2012,ru,ru,Oman,1330
2012,ru,ru,Qatar,5170
2012,ru,ru,Saudi Arabia,6940
2012,ru,ru,Syria,21200
2012,ru,ru,Tunisia,3740
2012,ru,ru,West Bank,2503
2012,ru,ru,Yemen,2990
2012,ru,ru,Argentina,5240
2012,ru,ru,Bolivia,330
2012,ru,ru,Brazil,12500
2012,ru,ru,Chile,2990
2012,ru,ru,Colombia,53200
2012,ru,ru,Costa Rica,141
2012,ru,ru,Cuba,4840
2012,ru,ru,Dominican Republic,893
2012,ru,ru,Ecuador,1340
2012,ru,ru,Guatemala,11500
2012,ru,ru,Honduras,9870
2012,ru,ru,Haiti,7170
2012,ru,ru,Jamaica,442
2012,ru,ru,Mexico,6080
2012,ru,ru,Nicaragua,8350
2012,ru,ru,Panama,946
2012,ru,ru,Peru,2660
2012,ru,ru,Puerto Rico,351
2012,ru,ru,Paraguay,385
2012,ru,ru,El Salvador,32000
2012,ru,ru,Uruguay,1100
2012,ru,ru,Venezuela,4950
2012,ru,ru,Albania,1550
2012,ru,ru,Armenia,22600
2012,ru,ru,Austria,11800
2012,ru,ru,Azerbaijan,27000
2012,ru,ru,Belgium,8310
2012,ru,ru,Bulgaria,9170
2012,ru,ru,Bosnia and Herzegovina,462
2012,ru,ru,Belarus,63900
2012,ru,ru,Switzerland,14300
2012,ru,ru,Czech Republic,14200
2012,ru,ru,Germany,122000
2012,ru,ru,Denmark,7360
2012,ru,ru,Spain,26900
2012,ru,ru,Estonia,14800
2012,ru,ru,Finland,14300
2012,ru,ru,France,163000
2012,ru,ru,United Kingdom,39500
2012,ru,ru,Georgia,75600
2012,ru,ru,Greece,26100
2012,ru,ru,Greenland,3060
2012,ru,ru,Croatia,4220
2012,ru,ru,Hungary,8510
2012,ru,ru,Ireland,6380
2012,ru,ru,Italy,37300
2012,ru,ru,Kazakhstan,53500
2012,ru,ru,Kyrgyzstan,9060
2012,ru,ru,Lithuania,8420
2012,ru,ru,Macedonia,2670
2012,ru,ru,Netherlands,8990
2012,ru,ru,Norway,10100
2012,ru,ru,Poland,15700
2012,ru,ru,Portugal,9910
2012,ru,ru,Romania,9410
2012,ru,ru,Russia,261000
2012,ru,ru,Serbia,5470
2012,ru,ru,Slovakia,9580
2012,ru,ru,Slovenia,4210
2012,ru,ru,Sweden,13500
2012,ru,ru,Tajikistan,12000
2012,ru,ru,Turkmenistan,4260
2012,ru,ru,Turkey,65200
2012,ru,ru,Ukraine,146000
2012,ru,ru,Uzbekistan,13700
2012,ru,ru,Australia,117000
2012,ru,ru,China,161000
2012,ru,ru,Hong Kong,41200
2012,ru,ru,Indonesia,5090
2012,ru,ru,Japan,28200
2012,ru,ru,Cambodia,1110
2012,ru,ru,South Korea,9870
2012,ru,ru,Laos,360
2012,ru,ru,Macau,216
2012,ru,ru,Myanmar,238
2012,ru,ru,Mongolia,2990
2012,ru,ru,Malaysia,3980
2012,ru,ru,New Zealand,3270
2012,ru,ru,Philippines,22700
2012,ru,ru,Papua New Guinea,66
2012,ru,ru,North Korea,5790
2012,ru,ru,Singapore,41400
2012,ru,ru,Thailand,7400
2012,ru,ru,Vietnam,4430
2012,ru,ru,Taiwan,2340
2012,ru,ru,French Guiana,153
2012,ru,ru,South Sudan,373
2012,fr,fr,Angola,14600
2012,fr,fr,Burundi,1880
2012,fr,fr,Benin,4900
2012,fr,fr,Burkina Faso,9270
2012,fr,fr,Botswana,1170
2012,fr,fr,Central African Republic,712
2012,fr,fr,Cote d'Ivoire,16350
2012,fr,fr,Cameroon,5210
2012,fr,fr,Republic of the Congo,1969
2012,fr,fr,Eritrea,231
2012,fr,fr,Ethiopia,1880
2012,fr,fr,Gabon,5860
2012,fr,fr,Ghana,13800
2012,fr,fr,Guinea,8500
2012,fr,fr,Gambia,1280
2012,fr,fr,Guinea-Bissau,2220
2012,fr,fr,Kenya,15200
2012,fr,fr,Liberia,3220
2012,fr,fr,Lesotho,543
2012,fr,fr,Madagascar,6050
2012,fr,fr,Mali,33100
2012,fr,fr,Mozambique,3150
2012,fr,fr,Mauritania,3390
