date_period,orig_country,orig_lang,dest_country,num_results
2005,ru,ru,Angola,28
2005,ru,ru,Burundi,22
2005,ru,ru,Benin,7
2005,ru,ru,Burkina Faso,5
2005,ru,ru,Botswana,3
2005,ru,ru,Central African Republic,0
2005,ru,ru,Cote d'Ivoire,14
2005,ru,ru,Cameroon,30
2005,ru,ru,Republic of the Congo,25
2005,ru,ru,Eritrea,18
2005,ru,ru,Ethiopia,42
2005,ru,ru,Gabon,7
2005,ru,ru,Ghana,28
2005,ru,ru,Guinea,16
2005,ru,ru,Gambia,7
2005,ru,ru,Guinea-Bissau,3
2005,ru,ru,Kenya,53
2005,ru,ru,Liberia,19
2005,ru,ru,Lesotho,5
2005,ru,ru,Madagascar,12
2005,ru,ru,Mali,17
2005,ru,ru,Mozambique,16
2005,ru,ru,Mauritania,15
2005,ru,ru,Mauritius,14
2005,ru,ru,Malawi,6
2005,ru,ru,Namibia,16
2005,ru,ru,Niger,18
2005,ru,ru,Nigeria,83
2005,ru,ru,Rwanda,37
2005,ru,ru,Sudan,70
2005,ru,ru,Senegal,21
2005,ru,ru,Sierra Leone,31
2005,ru,ru,Somalia,45
2005,ru,ru,Chad,39
2005,ru,ru,Tanzania,28
2005,ru,ru,Uganda,25
2005,ru,ru,South Africa,77
2005,ru,ru,Democratic Republic of the Congo,28
2005,ru,ru,Zambia,20
2005,ru,ru,Zimbabwe,44
2005,ru,ru,Afghanistan,958
2005,ru,ru,Bangladesh,36
2005,ru,ru,Bhutan,10
2005,ru,ru,India,607
2005,ru,ru,Sri Lanka,36
2005,ru,ru,Nepal,37
2005,ru,ru,Pakistan,139
2005,ru,ru,Canada,163
2005,ru,ru,United States,7709
2005,ru,ru,United Arab Emirates,55
2005,ru,ru,Algeria,51
2005,ru,ru,Egypt,89
2005,ru,ru,Iran,1580
2005,ru,ru,Iraq,1800
2005,ru,ru,Israel,1690
2005,ru,ru,Jordan,88
2005,ru,ru,Kuwait,64
2005,ru,ru,Lebanon,129
2005,ru,ru,Libya,64
2005,ru,ru,Morocco,52
2005,ru,ru,Oman,17
2005,ru,ru,Qatar,57
2005,ru,ru,Saudi Arabia,134
2005,ru,ru,Syria,153
2005,ru,ru,Tunisia,40
2005,ru,ru,West Bank,101
2005,ru,ru,Yemen,31
2005,ru,ru,Argentina,90
2005,ru,ru,Bolivia,16
2005,ru,ru,Brazil,161
2005,ru,ru,Chile,77
2005,ru,ru,Colombia,99
2005,ru,ru,Costa Rica,2
2005,ru,ru,Cuba,116
2005,ru,ru,Dominican Republic,4
2005,ru,ru,Ecuador,30
2005,ru,ru,Guatemala,27
2005,ru,ru,Honduras,24
